,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
5,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Casey does not have the flu.Casey is not feeling well.Casey is not feeling well because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have the flu,False,,<span class='variable_word name'>{{}}</span> has the flu,,NA,text,he has the flu,10.225,768.0,1366.0,NA,NA,0.0,1521031645180,1521031750232,5.1423,2,nCpC,63
6,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Madison did not give it to Drew's.Because Madison did not give it to Drew's, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,Drew isn't feeling fine,False,,Drew is feeling fine,,NA,text,drew is feeling fine,22.449,768.0,1366.0,NA,NA,0.0,1521031645180,1521031773140,5.1423,2,pCnR,63
7,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Alex has the flu.Alex can not go to work.Because Alex can not go to work, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> will  earn money,False,,<span class='variable_word name'>{{}}</span> will not earn money,,NA,text,she will not earn money,13.064,768.0,1366.0,NA,NA,0.0,1521031645180,1521031786728,5.1423,2,pRpR,63
8,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jo has the flu.Jo is  feeling well.Jo is  feeling well because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't over the flu,False,,<span class='variable_word name'>{{}}</span> is over the flu,,NA,text,he is over the flu,10.328,768.0,1366.0,NA,NA,0.0,1521031645180,1521031797562,5.1423,2,nCnC,63
9,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Sam can go to work.Sam can go to work because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,,NA,text,he does not have the flu,8.962,768.0,1366.0,NA,NA,0.0,1521031645180,1521031807048,5.1423,2,nRpC,63
10,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Tracy does not have the flu.Tracy can  go to work.Because Tracy can  go to work, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> won't earn money,False,,<span class='variable_word name'>{{}}</span> will earn money,,NA,text,she will earn money,9.526,768.0,1366.0,NA,NA,0.0,1521031645180,1521031817152,5.1423,2,pRnR,63
11,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Nat can  go to work.Nat can  go to work because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,,NA,text,he does not have the flu,11.438,768.0,1366.0,NA,NA,0.0,1521031645180,1521031829041,5.1423,2,pRnC,63
12,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Chris cannot go to work.Because Chris cannot go to work, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> won't get behind on bills,False,,<span class='variable_word name'>{{}}</span> will get behind on bills,,NA,text,he will get behind on bills,20.626,768.0,1366.0,NA,NA,0.0,1521031645180,1521031850210,5.1423,2,nRnR,63
13,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Avery is not feeling well.Because Avery is not feeling well, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have to stay home,False,,<span class='variable_word name'>{{}}</span> has to stay home,,NA,text,she has to stay home,12.173,768.0,1366.0,NA,NA,0.0,1521031645180,1521031862877,5.1423,2,nCpR,63
14,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Jess has the flu.Madison gave it to Jess's.Madison gave it to Jess's because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't contagious,False,,<span class='variable_word name'>{{}}</span> is contagious,,NA,text,she is contagious,13.975,768.0,1366.0,NA,NA,0.0,1521031645180,1521031877279,5.1423,2,pCpC,63
15,Chrome,Windows,.,.,44,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Ash does not have the flu.Ash can go to work.Because Ash can go to work, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,Ash won't be able to pay bills,False,,Ash will be able to pay bills,,NA,text,Ash will be able to pay bills,16.39,768.0,1366.0,NA,NA,0.0,1521031645180,1521031894103,5.1423,2,nRpR,63
16,Chrome,Windows,.,.,44,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Pat does not have the flu.Madison did not give it to Pat's.Madison did not give it to Pat's because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't over the flu,False,,<span class='variable_word name'>{{}}</span> is over the flu,,NA,text,she is over the flu,13.763,768.0,1366.0,NA,NA,0.0,1521031645180,1521031908313,5.1423,2,pCnC,63
0,Chrome,Windows,.,.,41,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Eli has an illness. He has ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,The did not flu,False,NA,The flu,Something Wrong button didn't work.,NA,text,the flu,2.813,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034050672,10.8477,0,D,64
1,Chrome,Windows,.,.,41,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Avery has the flu because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't with the other child,False,,<span class='variable_word name'>{{}}</span> was with the other child,Something Wrong button didn't work.,NA,text,he was with the other child,29.365,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034080485,10.8477,1,pC,64
2,Chrome,Windows,.,.,41,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Jamie has the flu, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> can go to school,False,,<span class='variable_word name'>{{}}</span> can't go to school,Something Wrong button didn't work.,NA,text,she can't go to school,12.247,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034093173,10.8477,1,pR,64
3,Chrome,Windows,.,.,41,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Drew does not have the flu because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> was  exposed,False,,<span class='variable_word name'>{{}}</span> was not exposed,Something Wrong button didn't work.,NA,text,he was not exposed,9.188,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034102835,10.8477,1,nC,64
4,Chrome,Windows,.,.,41,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Robin does not have the flu, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot go to school,False,,<span class='variable_word name'>{{}}</span> can go to school,Something Wrong button didn't work.,NA,text,she can go to school,26.695,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034129986,10.8477,1,nR,64
5,Chrome,Windows,.,.,41,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Nat does not have the flu.Nat wasn't with the other child.Nat wasn't with the other child because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did want to get the flu,False,,<span class='variable_word name'>{{}}</span> didn't want to get the flu,Something Wrong button didn't work.,NA,text,he didn't want to get the flu,53.91,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034184349,10.8477,2,pCnC,64
6,Chrome,Windows,.,.,41,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Taylor can go to school.Taylor can go to school because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does have the flu,False,,<span class='variable_word name'>{{}}</span> doesn't have the flu,Something Wrong button didn't work.,NA,text,he doesn't have the flu,18.251,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034203052,10.8477,2,pRnC,64
7,Chrome,Windows,.,.,41,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Jess was not exposed.Because Jess was not exposed, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> is  sick,False,,<span class='variable_word name'>{{}}</span> is not sick,Something Wrong button didn't work.,NA,text,she is not sick,51.463,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034254983,10.8477,2,nCpR,64
8,Chrome,Windows,.,.,41,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Madison does not have the flu.Madison can go to school.Because Madison can go to school, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,They will  miss the lesson,False,,They will not miss the lesson,Something Wrong button didn't work.,NA,text,they will not miss the lesson,21.972,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034277398,10.8477,2,nRpR,64
9,Chrome,Windows,.,.,41,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Jordan can go to school.Jordan can go to school because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,The are  sick,False,,The are not sick,Something Wrong button didn't work.,NA,text,the are not sick,8.655,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034286533,10.8477,2,nRpC,64
10,Chrome,Windows,.,.,41,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Tracy has the flu.Tracy can't go to school.Because Tracy can't go to school, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,<span class='variable_word name'>{{}}</span> won't miss the lesson,False,,<span class='variable_word name'>{{}}</span> will miss the lesson,Something Wrong button didn't work.,NA,text,she will miss the lesson,11.65,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034298675,10.8477,2,pRpR,64
11,Chrome,Windows,.,.,41,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Casey wasn't with the other child.Because Casey wasn't with the other child, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,Casey is sick,False,,Casey isn't sick,Something Wrong button didn't work.,NA,text,Casey isn't sick,101.629,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034400747,10.8477,2,pCnR,64
12,Chrome,Windows,.,.,41,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Ash does not have the flu.Ash was not exposed.Ash was not exposed because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,Ash did want to get sick,False,,Ash didn't want to get sick,Something Wrong button didn't work.,NA,text,Ash didn't want to get sick,13.433,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034414652,10.8477,2,nCpC,64
13,Chrome,Windows,.,.,41,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Jo has the flu.Jo was with the other child.Jo was with the other child because ,Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,There did not be a childcare problem.,False,weird,There was a childcare problem.,Something Wrong button didn't work.,NA,text,there was a childcare problem.,97.606,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034512722,10.8477,2,pCpC,64
14,Chrome,Windows,.,.,41,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Pat cannot go to school.Because Pat cannot go to school, ",Nope thanks.,2,1,$1,Male,False,It was fine,NA,True,English,NA,Pat won't miss the lesson,False,,Pat will miss the lesson,Something Wrong button didn't work.,NA,text,Pat will miss the lesson,10.973,1024.0,1280.0,NA,NA,0.0,1521033986907,1521034524176,10.8477,2,nRnR,64
